184299,2025-06-15,3,7
184306,2025-06-15,28.5,7
184447,2025-06-15,55.200001,7
186002,2025-06-15,34.599998,7
184377,2025-06-15,17.4,7
184413,2025-06-15,-9999,7
186098,2025-06-15,41.099998,7
184479,2025-06-15,17.599998,7
184326,2025-06-15,24.700001,7
184435,2025-06-15,160.39999,7
184443,2025-06-15,7.1999998,7
186010,2025-06-15,21.9,7
186012,2025-06-15,50.900002,7
186013,2025-06-15,116.39999,7
184340,2025-06-15,71.699997,7
184367,2025-06-15,74.400002,7
184371,2025-06-15,90.300003,7
184418,2025-06-15,76.099998,7
184465,2025-06-15,102,7
184472,2025-06-15,78.299995,7
186017,2025-06-15,105.7,7
184307,2025-06-15,43.099998,7
184338,2025-06-15,-9999,7
186019,2025-06-15,101,7
186021,2025-06-15,182.10001,7
184356,2025-06-15,244.89999,7
184365,2025-06-15,190.89999,7
184369,2025-06-15,58.400002,7
184374,2025-06-15,55.700001,7
186023,2025-06-15,83.300003,7
184469,2025-06-15,60.799999,7
184477,2025-06-15,-9999,7
184520,2025-06-15,80.400002,7
186024,2025-06-15,27,7
186025,2025-06-15,30.800001,7
186026,2025-06-15,-9999,7
184385,2025-06-15,8.8999996,7
184406,2025-06-15,14.8,7
184407,2025-06-15,-9999,7
186029,2025-06-15,0,7
184424,2025-06-15,7.3000002,7
186031,2025-06-15,46.299999,7
186032,2025-06-15,12.7,7
186034,2025-06-15,12.5,7
184315,2025-06-15,-9999,7
186036,2025-06-15,-9999,7
184351,2025-06-15,-9999,7
186097,2025-06-15,160.5,7
186037,2025-06-15,225.5,7
184404,2025-06-15,465.79999,7
186038,2025-06-15,241,7
0,2025-06-15,-9999,7
184456,2025-06-15,384.20001,7
184505,2025-06-15,189.5,7
184318,2025-06-15,284.10001,7
184360,2025-06-15,288.10001,7
184434,2025-06-15,263,7
184453,2025-06-15,215.10001,7
186041,2025-06-15,61.299999,7
184486,2025-06-15,188.8,7
184302,2025-06-15,93.199997,7
186042,2025-06-15,145.39999,7
184313,2025-06-15,12.5,7
186095,2025-06-15,129.60001,7
186044,2025-06-15,113.7,7
184368,2025-06-15,7.0999999,7
186045,2025-06-15,26.200001,7
184392,2025-06-15,296.70001,7
186047,2025-06-15,11.7,7
184399,2025-06-15,-9999,7
184422,2025-06-15,16.5,7
184427,2025-06-15,95.599998,7
186048,2025-06-15,249.8,7
186049,2025-06-15,219.2,7
184455,2025-06-15,-9999,7
184457,2025-06-15,2.8,7
184464,2025-06-15,4.3000002,7
186051,2025-06-15,44.299999,7
186052,2025-06-15,2.5999999,7
186053,2025-06-15,-9999,7
184494,2025-06-15,-9999,7
184516,2025-06-15,210.2,7
184522,2025-06-15,21,7
186054,2025-06-15,105.60001,7
184346,2025-06-15,81,7
186055,2025-06-15,276.70001,7
186056,2025-06-15,31.9,7
184384,2025-06-15,124.3,7
186058,2025-06-15,28.799999,7
184470,2025-06-15,2.5999999,7
186061,2025-06-15,10.1,7
186062,2025-06-15,60.900002,7
186063,2025-06-15,71.400002,7
186064,2025-06-15,10.4,7
184308,2025-06-15,-9999,7
184309,2025-06-15,-9999,7
186066,2025-06-15,-9999,7
184454,2025-06-15,-9999,7
186071,2025-06-15,21.6,7
184459,2025-06-15,-9999,7
186073,2025-06-15,-9999,7
186074,2025-06-15,-9999,7
184331,2025-06-15,385.20001,7
186078,2025-06-15,88.199997,7
184339,2025-06-15,359.40002,7
184379,2025-06-15,339.89999,7
184409,2025-06-15,309.39999,7
184410,2025-06-15,422.29999,7
184471,2025-06-15,374.39999,7
184473,2025-06-15,510.20001,7
184491,2025-06-15,236.60001,7
184319,2025-06-15,0,7
186082,2025-06-15,-9999,7
184343,2025-06-15,0,7
186083,2025-06-15,0,7
184363,2025-06-15,9.3999996,7
184449,2025-06-15,55.099998,7
186088,2025-06-15,10.7,7
186090,2025-06-15,-9999,7
184500,2025-06-15,-9999,7
186091,2025-06-15,-9999,7
184511,2025-06-15,0,7
186092,2025-06-15,8.3000002,7
